doc_id	split	source_file	provider	candidate_rank	candidate_title	candidate_doi	candidate_year	candidate_venue	candidate_oa_status	candidate_licenses	abstract_support	support_reason	query_used
27	test	0text27.txt	crossref	1	5.2. Korea has become one of the most energy-intensive economies in the OECD area	10.1787/888932303157					unknown	crossref_no_abstract_available	"""(PD), and Huntington's disease (HD), has become a great challenge for society at large. Most of these diseases"""
27	test	0text27.txt	crossref	2	Abroad	10.1080/05775132.1980.11470598	1980	Challenge			unknown	crossref_no_abstract_available	"""(PD), and Huntington's disease (HD), has become a great challenge for society at large. Most of these diseases"""
27	test	0text27.txt	crossref	3	Alterations in the Myelin Sheaths Adjacent to Traumatic Lesions of Brain	10.1097/00005053-194608000-00020	1946	The Journal of Nervous and Mental Disease			unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
27	test	0text27.txt	crossref	4	Alzheimer disease and Alzheimer-like dementias	10.21857/m16wjc6j79	2019	Neurodegenerative diseases - dementias : proceedings of the 2nd Rijeka Forum on Neurodegenerative Diseases held on 17th October 2018 in Rijeka			unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths. With the aging of the global population, the increase of the incidence of neurodegenerative diseases, such as Alzheimer's disease (AD)"""
27	test	0text27.txt	openalex	5	Angiogenic signaling pathways and anti-angiogenic therapy for cancer	10.1038/s41392-023-01460-1	2023	Signal Transduction and Targeted Therapy	gold	cc-by	no	candidate_abstract_no_text_support	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
128	train	0text128.txt	crossref	1	Antioxidants and their physiological roles in redox homeostasis	10.1016/b978-0-443-22335-8.00003-6	2026	Fundamentals of Redox Biology		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|https://doi.org/10.15223/policy-017|https://doi.org/10.15223/policy-037|https://doi.org/10.15223/policy-012|https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-004	unknown	crossref_no_abstract_available	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	crossref	2	Batten Disease: A Typical Neuronal Storage Disease or a Genetic Neurodegenerative Disorder Characterized by Excitotoxicity?	10.1007/978-1-4899-0209-2_28	1996	Neurodegenerative Diseases			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	openalex	3	Cadmium Toxicity in Plants and Role of Mineral Nutrients in Its Alleviation	10.4236/ajps.2012.310178	2012	American Journal of Plant Sciences	diamond	cc-by	no	candidate_abstract_no_text_support	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	openalex	4	Curcumin as a potential therapeutic agent for treating neurodegenerative diseases	10.1016/j.neuint.2024.105790	2024	Neurochemistry International	hybrid	cc-by	no	candidate_abstract_no_text_support	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	crossref	5	Fertilizers. Determination of boron, cobalt, copper, iron, manganese, molybdenum and zinc using ICP-AES	10.3403/30330777u					unknown	crossref_no_abstract_available	"""sclerosis (ALS) present certain obvious similarities. Biometal microelements, such as copper, iron, manganese, and zinc, are crucial for"""
133	test	0text133.txt	openalex	1	Abstracts Presented at the Twenty-Sixth Annual International Neuropsychological Society Conference. February 4-7, 1998. Honolulu, Hawaii	10.1017/s1355617798000010	1998	Journal of the International Neuropsychological Society	bronze		no	candidate_abstract_no_text_support	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	openalex	2	Advances in the Diagnosis and Management of Psychotic Symptoms in Neurodegenerative Diseases: A Narrative Review	10.1177/08919887231164357	2023	Journal of Geriatric Psychiatry and Neurology	hybrid	cc-by	no	candidate_abstract_no_text_support	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	openalex	3	Apathy in Parkinson's disease: clinical features, neural substrates, diagnosis, and treatment	10.1016/s1474-4422(15)00019-8	2015	The Lancet Neurology	bronze	other-oa	no	no_candidate_abstract	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	crossref	4	Assessing Non-Motor Symptoms: An Overview of Scales and Questionnaires	10.1007/978-1-908517-60-9_3	2011	Handbook of Non-Motor Symptoms in Parkinson's Disease		https://www.springernature.com/gp/researchers/text-and-data-mining|https://www.springernature.com/gp/researchers/text-and-data-mining	unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
133	test	0text133.txt	crossref	5	Assessment of Non‐Motor Features of Parkinson's Disease: Scales and Rating Tools	10.1002/9781444397970.ch10	2011	Parkinson's Disease		http://doi.wiley.com/10.1002/tdm_license_1.1|http://doi.wiley.com/10.1002/tdm_license_1.1	unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
136	val	0text136.txt	crossref	1	A Closed-Loop System for Real-Time Seamless Replacement of Apoptotic Neurons: A Scientific Hypothesis for Reversing Irreversible Adult Neuronal Loss and Cognitive Aging	10.20944/preprints202603.0950.v1				http://creativecommons.org/licenses/by/4.0	unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people"""
136	val	0text136.txt	crossref	2	Aging Causes a Preferential Loss of Cholinergic Innervation of Characterized Neocortical Pyramidal Neurons	10.1093/cercor/12.3.329	2002	Cerebral Cortex			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly"""
136	val	0text136.txt	crossref	3	Common Eye Diseases of Elderly People: Identifying and Treating Causes of Vision Loss	10.1159/000066507	2003	Gerontology		https://www.karger.com/Services/SiteLicenses|https://www.karger.com/Services/SiteLicenses	unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people"""
136	val	0text136.txt	openalex	4	Ferroptosis: A Regulated Cell Death Nexus Linking Metabolism, Redox Biology, and Disease	10.1016/j.cell.2017.09.021	2017	Cell	bronze	cc-by-nc-nd	no	no_candidate_abstract	oxidative stress well redox loss neurons increasing neurodegeneration oxygen leads signaling conditions
136	val	0text136.txt	crossref	5	Figure 1. Non-commodity export performance has been undermined by a loss of cost competitiveness	10.1787/888933078984					unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people. The increasing age has been the most consistent risk factor for developing"""
143	train	0text143.txt	crossref	1	Airborne particulate matter and the lung-brain axis: unraveling the neuroinflammatory cascade from alveolar irritation to microglial activation	10.1186/s12974-026-03770-x	2026	Journal of Neuroinflammation		https://creativecommons.org/licenses/by-nc-nd/4.0|https://creativecommons.org/licenses/by-nc-nd/4.0	unknown	crossref_no_abstract_available	neuroinflammation biomarkers clinical microglial astrocyte activation potential markers evidence identified imaging neuroinflammatory
143	train	0text143.txt	crossref	2	Astrocyte galectin-9 potentiates microglial TNF secretion	10.1186/s12974-014-0144-0	2014	Journal of Neuroinflammation		http://creativecommons.org/licenses/by/4.0	unknown	crossref_no_abstract_available	neuroinflammation biomarkers clinical microglial astrocyte activation potential markers evidence identified imaging neuroinflammatory
143	train	0text143.txt	crossref	3	Batten Disease: A Typical Neuronal Storage Disease or a Genetic Neurodegenerative Disorder Characterized by Excitotoxicity?	10.1007/978-1-4899-0209-2_28	1996	Neurodegenerative Diseases			unknown	crossref_no_abstract_available	"""Huntington's disease (HD) is a debilitating inherited neurodegenerative disorder characterized by motor, cognitive and psychiatric deficits"""
143	train	0text143.txt	crossref	4	Cognitive deficits in Parkinson's disease	10.1017/cbo9780511544279.005	2002	Psychiatric and Cognitive Disorders in Parkinson's Disease		https://www.cambridge.org/core/terms	unknown	crossref_no_abstract_available	"""Huntington's disease (HD) is a debilitating inherited neurodegenerative disorder characterized by motor, cognitive and psychiatric deficits"""
143	train	0text143.txt	crossref	5	Early deficits in motor coordination and cognitive dysfunction in a mouse model of the neurodegenerative lysosomal storage disorder, Sandhoff disease	10.1016/j.bbr.2008.06.016	2008	Behavioural Brain Research		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""Huntington's disease (HD) is a debilitating inherited neurodegenerative disorder characterized by motor, cognitive and psychiatric deficits"""
160	train	0text160.txt	crossref	1	186 Investigating genetic anticipation in huntington’s disease by studying sperm HTT-CAG variability in HTT expansion-carriers	10.1136/jnnp-2025-abn.186	2025	186 Investigating genetic anticipation in huntington’s disease by studying sperm HTT-CAG variability in HTT expansion-carriers			unknown	crossref_no_abstract_available	"""Huntington's disease (HD) is a fatal neurodegenerative disorder caused by an abnormal CAG repeat expansion in the HTT gene, that produces a mutant protein thought to directly cause brain cell damage. Premanifest carriers of the CAG expansio"""
160	train	0text160.txt	crossref	2	A pathophysiology of attention deficit/hyperactivity disorder: clues from neuroimaging	10.1017/cbo9780511757402.011	2009	Neuroimaging in Developmental Clinical Neuroscience		https://www.cambridge.org/core/terms	unknown	crossref_no_abstract_available	clinical neuroimaging expansion premanifest pathophysiology potential biomarkers trials huntington fatal disorder caused
160	train	0text160.txt	crossref	3	A01 Somatic mosaicism of the HTT cag repeat in intermediate allele carriers with neurocognitive symptoms compatible with huntington disease	10.1136/jnnp-2022-ehdn.1	2022	A: Pathogenic mechanisms			unknown	crossref_no_abstract_available	"""Huntington's disease (HD) is a fatal neurodegenerative disorder caused by an abnormal CAG repeat expansion in the HTT gene, that produces a mutant protein thought to directly cause brain cell damage. Premanifest carriers of the CAG expansio"""
160	train	0text160.txt	crossref	4	Ancient origin of the CAG expansion causing Huntington disease in a Spanish population	10.1002/humu.20167	2005	Human Mutation		http://doi.wiley.com/10.1002/tdm_license_1.1	unknown	crossref_no_abstract_available	"""carriers of the CAG expansion represent an ideal population to track the pathophysiological events responsible for the onset"""
160	train	0text160.txt	crossref	5	CAG repeat expansion in Huntington disease determines age at onset in a fully dominant fashion	10.1212/wnl.0b013e3182697986	2012	Neurology			unknown	crossref_no_abstract_available	"""carriers of the CAG expansion represent an ideal population to track the pathophysiological events responsible for the onset"""
229	test	0text229.txt	crossref	1	ALS Clinical Motor Signs and Symptoms	10.1201/b14133-9	2005	Amyotrophic Lateral Sclerosis			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases (NDDs) such as amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and Parkinson's disease (PD) can manifest themselves anatomically by degeneration in the brain as well as motor symptoms. The motor sy"""
229	test	0text229.txt	crossref	2	Aggregation of neurodegenerative disease in ALS kindreds	10.1080/17482960802209664	2009	Amyotrophic Lateral Sclerosis			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases (NDDs) such as amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and Parkinson's disease (PD) can manifest"""
229	test	0text229.txt	crossref	3	Amyotrophic Lateral Sclerosis (ALS, Lou Gehrig disease)	10.1007/springerreference_91134		SpringerReference			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases (NDDs) such as amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and Parkinson's disease (PD) can manifest"""
229	test	0text229.txt	crossref	4	Amyotrophic lateral sclerosis and Huntington’s disease: Neurodegenerative link or coincidence?	10.3109/21678421.2013.817586	2014	Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases (NDDs) such as amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and Parkinson's disease (PD) can manifest themselves anatomically by degeneration in the brain as well as motor symptoms"""
229	test	0text229.txt	crossref	5	Analysis of non-motor symptoms in amyotrophic lateral sclerosis	10.1080/21678421.2023.2280618	2024	Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration		http://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	ndds motor symptoms walking gait severity convolutional amyotrophic lateral sclerosis huntington parkinson
275	test	0text275.txt	crossref	1	Aggregation of neurodegenerative disease in ALS kindreds	10.1080/17482960802209664	2009	Amyotrophic Lateral Sclerosis			unknown	crossref_no_abstract_available	"""Classification of neurodegenerative diseases (NDD) like Parkinson's disease (PD), Amyotrophic Lateral Sclerosis (ALS), and Huntington's disease (HD) is of high clinical importance"""
275	test	0text275.txt	crossref	2	Amyotrophic Lateral Sclerosis (ALS, Lou Gehrig disease)	10.1007/springerreference_91134		SpringerReference			unknown	crossref_no_abstract_available	"""Classification of neurodegenerative diseases (NDD) like Parkinson's disease (PD), Amyotrophic Lateral Sclerosis (ALS), and Huntington's disease (HD) is of high clinical importance"""
275	test	0text275.txt	crossref	3	Autocorrelation and cross-correlation flow analysis along the confluence of the Kupa and Sava Rivers	10.17794/rgn.2021.5.7	2021	Rudarsko-geološko-naftni zbornik			unknown	crossref_no_abstract_available	"""driven features approach along with autocorrelation and cross correlation between gait time series to create different feature set"""
275	test	0text275.txt	openalex	4	Classification Based on Decision Tree Algorithm for Machine Learning	10.38094/jastt20165	2021	Journal of Applied Science and Technology Trends	diamond	cc-by-nc-sa	no	candidate_abstract_no_text_support	control classification features based data driven approach gait analysis cross correlation rule
275	test	0text275.txt	crossref	5	Classification of Ventricular Arrhythmias Based on a Data Driven Approach	10.32920/ryerson.14657901.v1				http://rightsstatements.org/vocab/InC/1.0/	unknown	crossref_no_abstract_available	control classification features based data driven approach gait analysis cross correlation rule
556	train	0text556.txt	crossref	1	ANALYSIS OF ATP-DEPENDENT CHAPERONE PROTEIN INTERACTIONS WITH MISFOLDED PROTEINS, AMYLOIDS, AND AGGREGATED PROTEINS	10.23860/diss-may-shannon-2018					unknown	crossref_no_abstract_available	"""and even cure these illnesses' severe symptoms. Because they were misfolded during creation or maintenance, rogue proteins may"""
556	train	0text556.txt	crossref	2	Alzheimer??s disease may begin in the nose and may be caused by aluminosilicates	10.1097/00002093-198701030-00039	1987	Alzheimer Disease &amp; Associated Disorders			unknown	crossref_no_abstract_available	"""Proteins that misfold may accumulate and cause disorders like Alzheimer's and Parkinson's"""
556	train	0text556.txt	crossref	3	Bacterial nanoparticles can deliver proteins, medications, enzymes, and genes to diagnose and cure numerous illnesses	10.31219/osf.io/7gyna				https://creativecommons.org/licenses/by/4.0/legalcode	unknown	crossref_no_abstract_available	"""and even cure these illnesses' severe symptoms. Because they were misfolded during creation or maintenance, rogue proteins may"""
556	train	0text556.txt	crossref	4	Cyclic Amplification of Protein Misfolding and Aggregation	10.1385/1-59259-874-9:053		Amyloid Proteins			unknown	crossref_no_abstract_available	protein aggregation proteins alzheimer parkinson illnesses biological causes misfolding misfold accumulate cause
556	train	0text556.txt	crossref	5	Dominating and educative relationships - the cause of Alzheimer, dementia and Parkinson disease	10.31124/advance.176009287.79746536/v1				https://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	"""Proteins that misfold may accumulate and cause disorders like Alzheimer's and Parkinson's"""
1002	train	0text1002.txt	crossref	1		10.35802/226829					unknown	crossref_no_abstract_available	"""Gabrielli et al. show that microglial extracellular vesicles carrying amyloid-beta (A beta-EVs) move along axons and propagate synaptic dysfunction in the mouse brain in vitro"""
1002	train	0text1002.txt	crossref	2		10.55776/p22306					unknown	crossref_no_abstract_available	beta extracellular vesicles synaptic long term potentiation dysfunction large entorhinal show vitro
1002	train	0text1002.txt	crossref	3	Anyone’s Guess How We Got Here	10.5040/9781350366817.00000003	2017	Anyone’s Guess How We Got Here			unknown	crossref_no_abstract_available	"""However, how it starts and propagates is unknown. Here we show that amyloid-beta released by microglia in association"""
1002	train	0text1002.txt	crossref	4	Brain endothelium-derived extracellular vesicles containing amyloid-beta induce mitochondrial alterations in neural progenitor cells	10.20517/evcna.2022.22	2022	Extracellular Vesicles and Circulating Nucleic Acids			unknown	crossref_no_abstract_available	"""Gabrielli et al. show that microglial extracellular vesicles carrying amyloid-beta (A beta-EVs) move along axons and propagate synaptic dysfunction in the mouse brain in vitro"""
1002	train	0text1002.txt	crossref	5	Chronic synaptic insulin resistance after traumatic brain injury abolishes insulin protection from amyloid beta and tau oligomer-induced synaptic dysfunction	10.1038/s41598-019-44635-z	2019	Scientific Reports		https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	unknown	crossref_no_abstract_available	"""Gabrielli et al. show that microglial extracellular vesicles carrying amyloid-beta (A beta-EVs) move along axons and propagate synaptic dysfunction in the mouse brain in vitro"""
1017	train	0text1017.txt	crossref	1	Aging, Preclinical Alzheimer Disease, and Early Detection	10.1097/00002093-200304002-00009	2003	Alzheimer Disease &amp; Associated Disorders			unknown	crossref_no_abstract_available	"""Background The protracted preclinical stage of Alzheimer's disease (AD) provides the opportunity for early intervention to prevent the disease; however, the lack of minimally invasive and easily detectable biomarkers and their measurement t"""
1017	train	0text1017.txt	crossref	2	An Analysis of Mesenchymal Stem Cell-Derived Extracellular Vesicles for Preclinical Use	10.1021/acsnano.0c01363.s001					unknown	crossref_no_abstract_available	idica mice cells invasive preclinical however vesicles cell ganglioside specific cleavage assay
1017	train	0text1017.txt	crossref	3	Assay for Antigen-Specific T-Cell Proliferation in Mice	10.1016/b978-0-12-442750-1.50027-9	1979	Immunological Methods		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	idica mice cells invasive preclinical however vesicles cell ganglioside specific cleavage assay
1017	train	0text1017.txt	crossref	4	Detecting RNA/DNA Hybridization Using Double-Labeled Donor Probes With Enhanced Fluorescence Resonance Energy Transfer Signals	10.1385/1-59745-069-3:43		Fluorescent Energy Transfer Nucleic Acid Probes			unknown	crossref_no_abstract_available	"""with a DNA oligonucleotide-labeled Ass antibody. Fluorescence signals for individual EVs were then counted using an invasive cleavage"""
1017	train	0text1017.txt	crossref	5	Early Intervention Is Key to Successful Management of Alzheimer Disease	10.1097/00002093-200307004-00004	2003	Alzheimer Disease &amp; Associated Disorders			unknown	crossref_no_abstract_available	"""Background The protracted preclinical stage of Alzheimer's disease (AD) provides the opportunity for early intervention to prevent the disease; however, the lack of minimally invasive and easily detectable biomarkers and their measurement t"""
1028	train	0text1028.txt	crossref	1	Beta estrogen receptor knockout (BERKO) mice present attenuated hippocampal CA1 long-term potentiation and related memory deficits in contextual fear conditioning	10.1016/j.bbr.2005.05.011	2005	Behavioural Brain Research		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""Multiple forms of A beta were dramatically attenuated in KIBRA knockout mouse brain, including monomers, oligomers, and extracellular"""
1028	train	0text1028.txt	crossref	2	EVs from primary neurons: Characterization of extracellular vesicles derived from mouse primary neurons	10.47184/tev.2023.01.03	2023	Trillium Extracellular Vesicles			unknown	crossref_no_abstract_available	"""Background Previous research has revealed that KIBRA controls secretion of extracellular vesicles (EVs) by inhibiting the proteasomal degradation"""
1028	train	0text1028.txt	crossref	3	EVs in the retina: Shining light on extracellular vesicles	10.47184/tev.2023.01.05	2023	Trillium Extracellular Vesicles			unknown	crossref_no_abstract_available	"""Background Previous research has revealed that KIBRA controls secretion of extracellular vesicles (EVs) by inhibiting the proteasomal degradation of Rab27a and EVs play an important role in amyloid beta (A beta) metabolism and transmission"""
1028	train	0text1028.txt	openalex	4	Engineering exosomes for targeted neurodegenerative therapy: innovations in biogenesis, drug loading, and clinical translation	10.7150/thno.117143	2025	Theranostics	gold	cc-by	no	candidate_abstract_no_text_support	beta kibra secretion mvbs metabolism knockout associated background extracellular degradation regulates lysosomal
1028	train	0text1028.txt	crossref	5	Faculty Opinions recommendation of Alcohol-and-HIV-Induced Lysosomal Dysfunction Regulates Extracellular Vesicles Secretion in Vitro and in Liver-Humanized Mice.	10.3410/f.739436584.793590590	2021	Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature			unknown	crossref_no_abstract_available	beta kibra secretion mvbs metabolism knockout associated background extracellular degradation regulates lysosomal
1031	val	0text1031.txt	crossref	1	"<i>APOE</i>
                  genotype or presence of brain amyloid alters the plasma proteome in cognitively normal, elderly subjects"	10.1101/2022.12.28.522119					unknown	crossref_no_abstract_available	apoe epsilon pevs levels neurotrophic cind role pathway inflammatory proteins plasma cognitively
1031	val	0text1031.txt	crossref	2	Crosstalk between glia, extracellular matrix and neurons	10.1016/j.brainresbull.2017.03.003	2018	Brain Research Bulletin		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	unknown	crossref_no_abstract_available	"""Introduction: In brain, extracellular vesicles (EVs) play an essential role in the neuron-glia interface and ensure the crosstalk between the brain and the periphery"""
1031	val	0text1031.txt	crossref	3	Developing a Functionally Valid Model of the TREM2-ApoE Complex to Better Understand Its Role in Alzheimer's Disease	10.1016/j.bpj.2020.11.1410	2021	Biophysical Journal		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://www.elsevier.com/open-access/userlicense/1.0/	unknown	crossref_no_abstract_available	"""(APOE epsilon 4) and the risk of progression to Alzheimer's disease (AD). To better understand the role of"""
1031	val	0text1031.txt	crossref	4	Do the extracellular vesicles excreted during neuronal cell death play a neuron‐glia signalling role in neurodegeneration.	10.1002/alz.067065	2022	Alzheimer's &amp; Dementia		http://onlinelibrary.wiley.com/termsAndConditions#vor	unknown	crossref_no_abstract_available	"""Introduction: In brain, extracellular vesicles (EVs) play an essential role in the neuron-glia interface and ensure the crosstalk between the brain and the periphery"""
1031	val	0text1031.txt	crossref	5	Exploring the Role of Brain Extracellular Matrix in Chronic Pain: Neuron-Glia Crosstalk	10.1016/j.jpain.2025.104922	2025	The Journal of Pain		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://www.elsevier.com/open-access/userlicense/1.0/	unknown	crossref_no_abstract_available	"""Introduction: In brain, extracellular vesicles (EVs) play an essential role in the neuron-glia interface and ensure the crosstalk between the brain and the periphery"""
1040	train	0text1040.txt	crossref	1	Aging attenuates dynactin–dynein interaction: Down‐regulation of dynein causes accumulation of endogenous tau and amyloid precursor protein in human neuroblastoma cells	10.1002/jnr.21408	2007	Journal of Neuroscience Research		http://onlinelibrary.wiley.com/termsAndConditions#vor	unknown	crossref_no_abstract_available	"""A beta metabolism in the brain is mediated by endocytosis, one part of the intracellular membrane trafficking system. We previously showed that aging attenuates the interaction of dynein with dynactin, which disrupts the endosomal/lysosomal"""
1040	train	0text1040.txt	crossref	2	Alzheimer?s disease: intraneuronal alterations precede insoluble amyloid-$beta; formation	10.1016/s0197-4580(04)00083-1	2004	Neurobiology of Aging		http://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""studies have shown that in Alzheimer's disease (AD), intraneuronal accumulation of A beta precedes extracellular A beta depositions"""
1040	train	0text1040.txt	openalex	3	Autophagy in major human diseases	10.15252/embj.2021108863	2021	The EMBO Journal	hybrid	cc-by|cc-by-sa|other-oa	no	candidate_abstract_no_text_support	beta intracellular extracellular accumulation levels formation secretion metabolism membrane trafficking dynein involved
1040	train	0text1040.txt	crossref	4	Correction to “Transfer of inflammatory mitochondria via extracellular vesicles from M1 macrophages induces ferroptosis of pancreatic beta cells in acute pancreatitis”	10.1002/jev2.12441	2024	Journal of Extracellular Vesicles		http://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	"""intracellular A beta and decreased extracellular release of A beta, accompanied by the prominent reduction of extracellular vesicle"""
1040	train	0text1040.txt	crossref	5	Decision letter: Dynein-mediated transport and membrane trafficking control PAR3 polarised distribution	10.7554/elife.40212.056	2018			http://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	beta intracellular extracellular accumulation levels formation secretion metabolism membrane trafficking dynein involved
1110	train	0text1110.txt	crossref	1		10.55776/i1570					unknown	crossref_no_abstract_available	pathways insulin mtor intellectual disability aging early population nevs isolated children likely
1110	train	0text1110.txt	openalex	2	Aberrant crosstalk between insulin signaling and mTOR in young Down syndrome individuals revealed by neuronal‐derived extracellular vesicles	10.1002/alz.12499	2021	Alzheimer s & Dementia	hybrid	cc-by|cc-by-nc|other-oa	no	candidate_abstract_no_text_support	"""Introduction Intellectual disability, accelerated aging, and early-onset Alzheimer-like neurodegeneration are key brain pathological features of Down syndrome (DS)"""
1110	train	0text1110.txt	openalex	3	Abstracts from the International Meeting on dementia therapeutics and cognitive rehabilitation	10.36118/pharmadvances.2022.46	2023		gold		no	candidate_abstract_no_text_support	pathways insulin mtor intellectual disability aging early population nevs isolated children likely
