doc_id	split	source_file	provider	candidate_rank	candidate_title	candidate_doi	candidate_year	candidate_venue	candidate_oa_status	candidate_licenses	abstract_support	support_reason	query_used
1110	train	0text1110.txt	crossref	4	Activated human astrocyte‐derived extracellular vesicles modulate neuronal uptake, differentiation and firing	10.1080/20013078.2019.1706801	2020	Journal of Extracellular Vesicles		http://creativecommons.org/licenses/by-nc/4.0/|http://creativecommons.org/licenses/by-nc/4.0/	unknown	crossref_no_abstract_available	"""trajectory of DS population, data on infants and adolescents with DS are missing. Methods Neuronal-derived extracellular vesicles (nEVs)"""
1110	train	0text1110.txt	crossref	5	Advancements in early intervention programs for children with intellectual disabilities	10.22271/27103889.2026.v7.i1a.81	2026	International Journal of Intellectual Disability			unknown	crossref_no_abstract_available	pathways insulin mtor intellectual disability aging early population nevs isolated children likely
1138	train	0text1138.txt	crossref	1		10.7287/peerj.preprints.2944v1/supp-6		"Supplemental Information 6: Values of male PCM1 for the different genotypes of the SNP c3917_est:386A&gt;C in the
                    <i>Serine proteinase-like protein</i>
                    gene"			unknown	crossref_no_abstract_available	epsilon apoe genotypes small differences risk different bdevs tissue protein observed gene
1138	train	0text1138.txt	crossref	2	Apolipoprotein C3 gene variants and the risk of coronary heart disease: A meta-analysis	10.1016/j.mgene.2016.04.004	2016	Meta Gene		https://www.elsevier.com/tdm/userlicense/1.0/|http://creativecommons.org/licenses/by-nc-nd/4.0/	unknown	crossref_no_abstract_available	"""Background and Objectives Variants of the apolipoprotein E (APOE) gene are the greatest known risk factors for sporadic"""
1138	train	0text1138.txt	crossref	3	Apolipoprotein E4: From synaptic remodeling to genetic risk factor in both familial and sporadic Alzheimer’s disease	10.1007/978-3-540-37652-1_37	2006	Alzheimer: 100 Years and Beyond		http://www.springer.com/tdm	unknown	crossref_no_abstract_available	"""Background and Objectives Variants of the apolipoprotein E (APOE) gene are the greatest known risk factors for sporadic Alzheimer disease (AD)"""
1138	train	0text1138.txt	crossref	4	Apolipoprotein-ε4 (APOE) Gene Is a Risk Factor for Human Coronary Artery Disease	10.1007/978-3-031-52641-1_61-1	2025	Apolipoprotein E		https://www.springernature.com/gp/researchers/text-and-data-mining|https://www.springernature.com/gp/researchers/text-and-data-mining	unknown	crossref_no_abstract_available	"""Background and Objectives Variants of the apolipoprotein E (APOE) gene are the greatest known risk factors for sporadic Alzheimer disease (AD)"""
1138	train	0text1138.txt	crossref	5	Characterization of the sheep apolipoprotein E (ApoE) gene and allelic variations of the ApoE gene in scrapie Suffolk sheep	10.1016/s0378-1119(97)00662-8	1998	Gene		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	unknown	crossref_no_abstract_available	"""Background and Objectives Variants of the apolipoprotein E (APOE) gene are the greatest known risk factors for sporadic"""
1151	train	0text1151.txt	crossref	1	Abnormal microvasculature in Alzheimer brains induces metabolic and functional pathology	10.1016/s0006-3223(97)87242-3	1997	Biological Psychiatry		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	ketone cognitive metabolic monoester humans effects clinical alzheimer induces robust ketosis pathology
1151	train	0text1151.txt	openalex	2	Are ketogenic diets promising for Alzheimer’s disease? A translational review	10.1186/s13195-020-00615-4	2020	Alzheimer s Research & Therapy	gold	cc-by|cc-by-sa	no	candidate_abstract_no_text_support	ketone cognitive metabolic monoester humans effects clinical alzheimer induces robust ketosis pathology
1151	train	0text1151.txt	crossref	3	Brain Energy Problem	10.1007/978-3-031-54150-6_2	2024	Hybrid-Powered Brain		https://www.springernature.com/gp/researchers/text-and-data-mining|https://www.springernature.com/gp/researchers/text-and-data-mining	unknown	crossref_no_abstract_available	"""Background Ketone bodies have been proposed as an energy rescue for the Alzheimer's disease (AD) brain, which underutilizes glucose"""
1151	train	0text1151.txt	openalex	4	Dietary Neuroketotherapeutics for Alzheimer’s Disease: An Evidence Update and the Potential Role for Diet Quality	10.3390/nu11081910	2019	Nutrients	gold	cc-by|cc-by-sa	no	candidate_abstract_no_text_support	ketone cognitive metabolic monoester humans effects clinical alzheimer induces robust ketosis pathology
1151	train	0text1151.txt	crossref	5	Exogenous Ketone Salts Do Not Improve Cognitive Performance During a Dual-Stress Challenge	10.1123/ijsnem.2019-0122	2020	International Journal of Sport Nutrition and Exercise Metabolism			unknown	crossref_no_abstract_available	"""enhance brain ketone metabolism, improve cognitive performance and engage AD pathogenic cascades is scarce. Objectives To investigate the"""
1242	train	0text1242.txt	crossref	1	A Study Designed to Investigate the Effects of Motivational Orientations and Environmental Conditions Upon Bargaining Behavior	10.58809/emvj9667					unknown	crossref_no_abstract_available	"""understood. Therefore, the present study was designed to investigate whether IL-1 beta modifies the proliferation and differentiation of"""
1242	train	0text1242.txt	crossref	2	Demyelinating Diseases 1: Multiple Sclerosis (DRAFT)	10.1093/med/9780190650261.003.0013	2018	Oxford Medicine Online			unknown	crossref_no_abstract_available	"""The inflammatory cytokine interleukin (IL)-1 beta has been implicated in demyelinating diseases, such as multiple sclerosis and experimental"""
1242	train	0text1242.txt	openalex	3	Differential Modulation of the Oligodendrocyte Transcriptome by Sonic Hedgehog and Bone Morphogenetic Protein 4 via Opposing Effects on Histone Acetylation	10.1523/jneurosci.4876-11.2012	2012	Journal of Neuroscience	bronze		no	candidate_abstract_no_text_support	beta gli1 catenin proliferation differentiation expression cells opcs axis attenuated multiple sclerosis
1242	train	0text1242.txt	crossref	4	"Differentiation-dependent effects of IL-1 and TGF-
                    <i>beta</i>
                    on human articular chondrocyte proliferation are related to inducible nitric oxide synthase expression."	10.4049/jimmunol.154.8.4018	1995	The Journal of Immunology		https://academic.oup.com/pages/standard-publication-reuse-rights	unknown	crossref_no_abstract_available	"""understood. Therefore, the present study was designed to investigate whether IL-1 beta modifies the proliferation and differentiation of"""
1242	train	0text1242.txt	crossref	5	Exercise 2: To see whether you have understood the accounts system	10.1787/611431661478					unknown	crossref_no_abstract_available	"""understood. Therefore, the present study was designed to investigate whether IL-1 beta modifies the proliferation and differentiation of"""
1306	train	0text1306.txt	crossref	1	AI-30 Gender differences in plasma levels of ANA, ANTI-CD4, and ANTI-DSDNA antibodies in healthy donors pre and post flu vaccination	10.1136/lupus-2016-000179.30	2016	Adaptive Immunity			unknown	crossref_no_abstract_available	pad2 anti expression people ptld study antibodies levels padi2 healthy there post
1306	train	0text1306.txt	crossref	2	Figure 2: Loot Box spending split by PGSI group and whether or not participants were Self-Isolated or Quarantined.	10.7717/peerj.10705/fig-2					unknown	crossref_no_abstract_available	"""whether anti-PAD2 antibodies were present in patients with various neurologic diseases. MethodsA total of 491 study participants were"""
1306	train	0text1306.txt	crossref	3	Figure 3—figure supplement 2. CAP-HA expression in the ∆CAPCAP line.	10.7554/elife.50598.008					unknown	crossref_no_abstract_available	pad2 anti expression people ptld study antibodies levels padi2 healthy there post
1306	train	0text1306.txt	crossref	4	Figure 3—figure supplement 2. DDK promotes the MCM–NIPBL–cohesin interaction in early S phase.	10.7554/elife.33920.009					unknown	crossref_no_abstract_available	"""whether anti-PAD2 antibodies were present in patients with various neurologic diseases. MethodsA total of 491 study participants were"""
1306	train	0text1306.txt	crossref	5	Figure 5. COX16 facilitates integration of COX2 into MITRAC-COX1 modules.	10.7554/elife.32572.006					unknown	crossref_no_abstract_available	"""whether anti-PAD2 antibodies were present in patients with various neurologic diseases. MethodsA total of 491 study participants were"""
1384	train	0text1384.txt	crossref	1	Amyloid Precursor Protein (APP) E693Q Transgenic Mice (APPDutch Mice)	10.1126/sageke.2004.43.tg5	2004	Science of Aging Knowledge Environment			unknown	crossref_no_abstract_available	"""histological, electrophysiological, and behavioral characterization of transgenic mice expressing a pathological form of humanamyloid precursor protein(APP), containing three"""
1384	train	0text1384.txt	crossref	2	Amyloid Precursor Protein (APP) Transgenic Mice (Tg2576 Mice)	10.1126/sageke.2004.5.tg1	2004	Science of Aging Knowledge Environment			unknown	crossref_no_abstract_available	"""histological, electrophysiological, and behavioral characterization of transgenic mice expressing a pathological form of humanamyloid precursor protein(APP), containing three"""
1384	train	0text1384.txt	openalex	3	Astrocytes: biology and pathology	10.1007/s00401-009-0619-8	2009	Acta Neuropathologica	hybrid	cc-by-nc	no	candidate_abstract_no_text_support	mice transgenic amyloid associated oligodendrocytes however response hippocampal normal alzheimer survival oligodendrocyte
1384	train	0text1384.txt	crossref	4	Benzo[d]imidazole-pyrrolo[1,2a]pyrazine Hybrids Ameliorate Amyloid Aggregates in the Brain of Alzheimer Transgenic Mice	10.1021/acschemneuro.2c00547.s001					unknown	crossref_no_abstract_available	mice transgenic amyloid associated oligodendrocytes however response hippocampal normal alzheimer survival oligodendrocyte
1384	train	0text1384.txt	openalex	5	Blood-Brain Barrier: From Physiology to Disease and Back	10.1152/physrev.00050.2017	2018	Physiological Reviews	bronze		no	candidate_abstract_no_text_support	mice transgenic amyloid associated oligodendrocytes however response hippocampal normal alzheimer survival oligodendrocyte
1413	train	0text1413.txt	crossref	1	A Clinico Imaging Correlation between Central Corneal Thickness with Cup Disc Ratio, Retinal Nerve Fibre Layer Thickness in Glaucoma	10.21088/oas.2454.7816.6220.1	2020	Ophthalmology and Allied Sciences			unknown	crossref_no_abstract_available	corneal loss cnfd cnbd axonal rrms spms nerve rnfl neurological retinal fibre
1413	train	0text1413.txt	crossref	2	Axonal Loss in Multiple Sclerosis	10.1007/978-88-470-2109-9_3	2001	Magnetic Resonance Spectroscopy in Multiple Sclerosis			unknown	crossref_no_abstract_available	"""Background:Resourceful endpoints of axonal loss are needed to predict the course of multiple sclerosis (MS)"""
1413	train	0text1413.txt	crossref	3	Axonal loss in multiple sclerosis	10.1016/b978-0-444-52001-2.00005-4	2014	Handbook of Clinical Neurology		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	unknown	crossref_no_abstract_available	"""Background:Resourceful endpoints of axonal loss are needed to predict the course of multiple sclerosis (MS)"""
1413	train	0text1413.txt	crossref	4	CORRELATION BETWEEN CENTRAL CORNEAL THICKNESS (CCT) AND RETINAL NERVE FIBER LAYER THICKNESS (RNFL) IN PRIMARY OPEN ANGLE GLAUCOMA	10.53555/m9912k34	2024	Journal of Population Therapeutics &amp; Clinical Pharmacology			unknown	crossref_no_abstract_available	corneal loss cnfd cnbd axonal rrms spms nerve rnfl neurological retinal fibre
1413	train	0text1413.txt	crossref	5	Corneal Confocal Microscopy as a Tool for Detecting Axonal Degeneration in Multiple Sclerosis and Correlation with Severity: A Meta-analysis (P7-1.010)	10.1212/wnl.0000000000208387	2025	Neurology			unknown	crossref_no_abstract_available	"""Background:Resourceful endpoints of axonal loss are needed to predict the course of multiple sclerosis (MS). Corneal confocal microscopy"""
1417	train	0text1417.txt	openalex	1	2015 ESC Guidelines for the management of infective endocarditis	10.1093/eurheartj/ehv319	2015	European Heart Journal	bronze	other-oa	no	candidate_abstract_no_text_support	inflammatory active lesions lymphocyte ratio parameters period values group magnetic resonance imaging
1417	train	0text1417.txt	openalex	2	Cholangiocarcinoma 2020: the next horizon in mechanisms and management	10.1038/s41575-020-0310-z	2020	Nature Reviews Gastroenterology & Hepatology	hybrid	cc-by|other-oa	no	candidate_abstract_no_text_support	inflammatory active lesions lymphocyte ratio parameters period values group magnetic resonance imaging
1417	train	0text1417.txt	crossref	3	Correctional education and the delinquent girl: A follow-up study of one hundred and ten Sleighton farm girls.	10.1037/13531-000	1928				unknown	crossref_no_abstract_available	"""follow-up and to reveal the period in which disease-modifying treatments are effective with serum parameters. Methods One hundred"""
1417	train	0text1417.txt	crossref	4	Correlation of Multiple Sclerosis (MS) staging and Magnetic Resonance Imaging (MRI); Detecting MS in early stages	10.1016/0730-725x(85)90277-2	1985	Magnetic Resonance Imaging		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""Background Multiple sclerosis (MS) has two pathophysiological processes, one inflammatory and the other degenerative. We investigated the relationship between active lesions on magnetic resonance imaging showing the inflammatory phase in MS"""
1417	train	0text1417.txt	crossref	5	Dependence of Magnetic Resonance Elastography‐Derived Stiffness Values on Selected Imaging Parameters	10.1002/mrm.70391	2026	Magnetic Resonance in Medicine		http://onlinelibrary.wiley.com/termsAndConditions#vor|http://doi.wiley.com/10.1002/tdm_license_1.1	unknown	crossref_no_abstract_available	inflammatory active lesions lymphocyte ratio parameters period values group magnetic resonance imaging
1431	train	0text1431.txt	openalex	1	Abstracts of the 28th Annual Meeting of the Huntington Study Group, November 4-6, 2021	10.3233/jhd219003	2021	Journal of Huntington s Disease	bronze		no	candidate_abstract_no_text_support	plasma johd onset mutation huntington clinical diagnosis samples kids children premanifest carriers
1431	train	0text1431.txt	openalex	2	Childhood to Adult Neurodevelopment in Gene-Expanded Huntington’s Disease (ChANGE-HD) study protocol: A Prospective Longitudinal Neurodevelopmental Study of Huntington’s Disease	10.1101/2025.10.22.25338583	2025	medRxiv	green	cc-by	no	candidate_abstract_no_text_support	plasma johd onset mutation huntington clinical diagnosis samples kids children premanifest carriers
1431	train	0text1431.txt	crossref	3	Childhood-onset (Juvenile) Huntington′s disease: A rare case report	10.4103/1817-1745.165709	2015	Journal of Pediatric Neurosciences			unknown	crossref_no_abstract_available	"""Background Juvenile-onset Huntington's disease (JOHD) is a rare and particularly devastating form of Huntington's disease (HD) for which"""
1431	train	0text1431.txt	crossref	4	"Decision letter for ""No optical coherence tomography changes in premanifest Huntington's disease mutation carriers far from disease onset"""	10.1002/brb3.2592/v2/decision1	2022				unknown	crossref_no_abstract_available	plasma johd onset mutation huntington clinical diagnosis samples kids children premanifest carriers
1431	train	0text1431.txt	crossref	5	"Decision letter for ""No optical coherence tomography changes in premanifest Huntington's disease mutation carriers far from disease onset"""	10.1002/brb3.2592/v1/decision1	2022				unknown	crossref_no_abstract_available	plasma johd onset mutation huntington clinical diagnosis samples kids children premanifest carriers
1437	train	0text1437.txt	crossref	1		10.3030/676144					unknown	crossref_no_abstract_available	"""Introduction Synaptic dysfunction and degeneration is one of the earliest events in Alzheimer's disease (AD) and the best correlate of cognitive decline"""
1437	train	0text1437.txt	crossref	2		10.55776/kli546					unknown	crossref_no_abstract_available	"""Introduction Synaptic dysfunction and degeneration is one of the earliest events in Alzheimer's disease (AD) and the best correlate of cognitive decline"""
1437	train	0text1437.txt	crossref	3	3D Printed Microfluidic Devices for Integrated Immunoaffinity Extraction, Solid-Phase Extraction, and Fluorescent Labeling of Preterm Birth Biomarkers	10.1021/prechem.4c00092.s002					unknown	crossref_no_abstract_available	"""biomarkers reflecting synaptic degeneration to be used as prognostic biomarkers are greatly needed. Method Solid-phase extraction and parallel"""
1437	train	0text1437.txt	crossref	4	3D Printed Microfluidic Devices for Integrated Immunoaffinity Extraction, Solid-Phase Extraction, and Fluorescent Labeling of Preterm Birth Biomarkers	10.1021/prechem.4c00092.s001					unknown	crossref_no_abstract_available	"""biomarkers reflecting synaptic degeneration to be used as prognostic biomarkers are greatly needed. Method Solid-phase extraction and parallel"""
1437	train	0text1437.txt	crossref	5	3D Printed Microfluidic Devices for Solid-Phase Extraction and On-Chip Fluorescent Labeling of Preterm Birth Risk Biomarkers	10.1021/acs.analchem.0c01970.s001					unknown	crossref_no_abstract_available	"""biomarkers reflecting synaptic degeneration to be used as prognostic biomarkers are greatly needed. Method Solid-phase extraction and parallel"""
1464	train	0text1464.txt	crossref	1	APOE ε4 Genotype and Longitudinal Changes in Cerebral Blood Flow in Normal Aging	10.1001/archneurol.2009.913	2010	Archives of Neurology			unknown	crossref_no_abstract_available	beta biomarker apoe epsilon greater increases longitudinal changes normal years participants progressed
1464	train	0text1464.txt	crossref	2	Advances in the Development of Biomarkers for Alzheimer�s Disease - From CSF Total Tau and Amyloid-&amp;beta;(1-42) Proteins to Phosphorylated Tau and Amyloid-&amp;beta;-Antibodies	10.1159/000078534	2004	Molecular Neurobiology of Alzheimer Disease and Related Disorders			unknown	crossref_no_abstract_available	"""from normal cognition to mild cognitive impairment (MCI). Amyloid beta (A beta)(42)/A beta(40), phosphorylated tau(181) (p-tau(181)), and total"""
1464	train	0text1464.txt	crossref	3	CSF-concentrations of tau-protein, phospho-tau-protein (181) and amyloid-beta (1–42) in patients with stable and non-stable MCI	10.1055/s-0029-1240143	2009	Pharmacopsychiatry			unknown	crossref_no_abstract_available	"""from normal cognition to mild cognitive impairment (MCI). Amyloid beta (A beta)(42)/A beta(40), phosphorylated tau(181) (p-tau(181)), and total"""
1464	train	0text1464.txt	crossref	4	"Cerebrospinal fluid biomarkers for diagnosis of Alzheimer's
disease: Beta-amyloid(1-42), tau, phospho-tau-181 and total protein"	10.1358/dot.2007.43.6.1067341	2007	Drugs of Today			unknown	crossref_no_abstract_available	"""from normal cognition to mild cognitive impairment (MCI). Amyloid beta (A beta)(42)/A beta(40), phosphorylated tau(181) (p-tau(181)), and total"""
1464	train	0text1464.txt	crossref	5	In-Depth Site-Specific OGlycosylation Analysis of Glycoproteins and Endogenous Peptides in Cerebrospinal Fluid (CSF) from Healthy Individuals, Mild Cognitive Impairment (MCI), and Alzheimers Disease (AD) Patients	10.1021/acschembio.1c00932.s001					unknown	crossref_no_abstract_available	"""Introduction We examined longitudinal cerebrospinal fluid (CSF) Alzheimer's disease (AD) biomarker changes among cognitively normal individuals with 10.7 years follow-up, on average"""
1467	train	0text1467.txt	openalex	1	A brief history of human disease genetics	10.1038/s41586-019-1879-7	2020	Nature	bronze	cc-by	no	no_candidate_abstract	rare variation whole exome gene novel role alzheimer contribution related biomarker traits
1467	train	0text1467.txt	crossref	2	Alzheimer's disease (AD) like pathology following developmental lead exposure in primates and the role of aging in AD-related genes regulation in rodents and primates	10.23860/diss-2236					unknown	crossref_no_abstract_available	"""Introduction Despite increasing evidence of a role of rare genetic variation in the risk of Alzheimer's disease (AD), limited attention has been paid to its contribution to AD-related biomarker traits indicative of AD-relevant pathophysiolo"""
1467	train	0text1467.txt	crossref	3	"Decision letter for ""The combination of whole‐exome sequencing and copy number variation sequencing enables the diagnosis of rare neurological disorders"""	10.1111/cge.13548/v3/decision1	2019				unknown	crossref_no_abstract_available	rare variation whole exome gene novel role alzheimer contribution related biomarker traits
1467	train	0text1467.txt	crossref	4	Effect of Genetic Variation in LRRTM3 on Risk of Alzheimer Disease	10.1001/archneurol.2011.2463	2012	Archives of Neurology			unknown	crossref_no_abstract_available	"""Introduction Despite increasing evidence of a role of rare genetic variation in the risk of Alzheimer's disease (AD)"""
1467	train	0text1467.txt	crossref	5	Effects of CX3CR1 and Fractalkine Chemokines in Amyloid Beta Clearance and p-Tau Accumulation in Alzheimer,s Disease (AD) Rodent Models: Is Fractalkine a Systemic Biomarker for AD?	10.2174/1567205013666151116125714	2016	Current Alzheimer Research			unknown	crossref_no_abstract_available	"""Introduction Despite increasing evidence of a role of rare genetic variation in the risk of Alzheimer's disease (AD), limited attention has been paid to its contribution to AD-related biomarker traits indicative of AD-relevant pathophysiolo"""
1472	train	0text1472.txt	crossref	1		10.7287/peerj.preprints.27309v1/supp-3		Supplemental Information 3: FASTA sequences for the 48 isolated microsatellite repeats included in the manuscript, from which a subset were used in this study			unknown	crossref_no_abstract_available	"""were assessed. Methods Twenty seven MS patients were included in this prospective study. IR-UTE, FLAIR, and MPRAGE sequences"""
1472	train	0text1472.txt	crossref	2		10.7287/peerj.preprints.27309/supp-3		Supplemental Information 3: FASTA sequences for the 48 isolated microsatellite repeats included in the manuscript, from which a subset were used in this study			unknown	crossref_no_abstract_available	"""were assessed. Methods Twenty seven MS patients were included in this prospective study. IR-UTE, FLAIR, and MPRAGE sequences"""
1472	train	0text1472.txt	crossref	3	Accelerometer-assessed light-intensity physical activity and mortality among those with mobility limitations	10.1016/j.dhjo.2017.08.007	2018	Disability and Health Journal		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	lesions coeff disability mprage correlations biomarkers sivs assessed edss signal intensity variations
1472	train	0text1472.txt	crossref	4	Correlation Between Disability Measure and Black Hole (T1 Hypointense Lesion) Lesion Load in Brain Magnetic Resonance Imaging (MRI) of Patients With Multiple Sclerosis (MS): Protocol for a Systematic Review	10.21203/rs.3.rs-194103/v2				https://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	"""Introduction Although many lesion-based MRI biomarkers in multiple sclerosis (MS) patients were investigated, none of the previous studies dealt with the signal intensity variations (SIVs) of MS lesions. In this study, the SIVs of MS lesion"""
1472	train	0text1472.txt	crossref	5	Correlation Between Disability Measure and Black Hole (T1 Hypointense Lesion) Lesion Load in Brain Magnetic Resonance Imaging (MRI) of Patients With Multiple Sclerosis (MS): Protocol for a Systematic Review	10.21203/rs.3.rs-194103/v1				https://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	"""Introduction Although many lesion-based MRI biomarkers in multiple sclerosis (MS) patients were investigated, none of the previous studies dealt with the signal intensity variations (SIVs) of MS lesions. In this study, the SIVs of MS lesion"""
1500	val	0text1500.txt	crossref	1	2.029 COMPARISON OF PIB(−) LEWY BODY DEMENTIA, PIB(+) LEWY BODY DEMENTIA AND ALZHEIMER DISEASE: NEUROPSYCHIATRIC, [11C]PIB AND [18F]FDG PET FINDINGS	10.1016/s1353-8020(11)70462-x	2012	Parkinsonism &amp; Related Disorders		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""Objective To determine whether the Alzheimer disease (AD) dementia conversion-related pattern (ADCRP) on [F-18]FDG PET can serve as a valid predictor for the development of AD dementia, the individual expression of the ADCRP (subject score)"""
1500	val	0text1500.txt	crossref	2	Comparing HMPAO-SPECT and FDG-PET in Alzheimer�s Disease	10.1159/000073168	2003	Advances in Biological Psychiatry			unknown	crossref_no_abstract_available	"""Objective To determine whether the Alzheimer disease (AD) dementia conversion-related pattern (ADCRP) on [F-18]FDG PET can serve as"""
1500	val	0text1500.txt	crossref	3	Defined Subject Activity Group	10.32388/hsbw2w	2020	Definitions			unknown	crossref_no_abstract_available	adcrp dementia score conversion subject defined biologically total group predictor development value
1500	val	0text1500.txt	crossref	4	Diagnosing Synucleinopathies: Will Parkinson’s Disease or Dementia with Lewy Bodies Become ‘Biologically’ Defined?	10.33590/emjneurol/fdro9946	2024	EMJ Neurology			unknown	crossref_no_abstract_available	adcrp dementia score conversion subject defined biologically total group predictor development value
1500	val	0text1500.txt	crossref	5	FDG PET and Differential Diagnosis of Dementia	10.1097/00002093-199505000-00004	1995	Alzheimer Disease &amp; Associated Disorders			unknown	crossref_no_abstract_available	"""Objective To determine whether the Alzheimer disease (AD) dementia conversion-related pattern (ADCRP) on [F-18]FDG PET can serve as"""
1561	train	0text1561.txt	crossref	1	Amyloid-&amp;beta; and Glucose Metabolism in Alzheimer's Disease	10.3233/978-1-60750-793-2-235	2011	Advances in Alzheimer’s Disease			unknown	crossref_no_abstract_available	"""Background: Aberrant amyloid-beta (A beta) deposition in the brain occurs two decades prior to the manifestation of Alzheimer's disease (AD) clinical symptoms and therefore brain A beta load measured using PET serves as a gold standard biom"""
1561	train	0text1561.txt	crossref	2	Bad Beta, Good Beta	10.2469/dig.v35.n3.1716	2005	CFA Digest			unknown	crossref_no_abstract_available	"""<1.35) and 63 assessed to have high brain A beta load (A beta+, SUVR >= 1.35). Results: Plasma"""
1561	train	0text1561.txt	openalex	3	Biomarkers for Alzheimer's disease: current status and prospects for the future	10.1111/joim.12816	2018	Journal of Internal Medicine	bronze		no	candidate_abstract_no_text_support	beta plasma deposition ratios load biomarker suvr participants group therefore measured standard
1561	train	0text1561.txt	crossref	4	Brain amyloid &amp;beta; protein and memory disruption in Alzheimer&amp;rsquo;s disease	10.2147/ndt.s7460	2010	Neuropsychiatric Disease and Treatment		http://creativecommons.org/licenses/by-nc/3.0/	unknown	crossref_no_abstract_available	"""Background: Aberrant amyloid-beta (A beta) deposition in the brain occurs two decades prior to the manifestation of Alzheimer's disease (AD) clinical symptoms and therefore brain A beta load measured using PET serves as a gold standard biom"""
1561	train	0text1561.txt	crossref	5	Correlation between beta-endorphin/beta-lipotropin-immunoreactivity and cortisol plasma concentrations	10.1016/0024-3205(84)90442-9	1984	Life Sciences		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""<1.35) and 63 assessed to have high brain A beta load (A beta+, SUVR >= 1.35). Results: Plasma"""
1584	train	0text1584.txt	openalex	1	A phase III randomized trial of gantenerumab in prodromal Alzheimer’s disease	10.1186/s13195-017-0318-y	2017	Alzheimer s Research & Therapy	gold	cc-by|cc-by-sa|other-oa	no	candidate_abstract_no_text_support	beta amyloid plasma ratio difference effect positive negative median subjects peripheral cerebrospinal
1584	train	0text1584.txt	crossref	2	Amyloid Beta Levels in Plasma Predict Risk for Alzheimer Disease	10.1097/01.nt.0000339424.00688.23	2008	Neurology Today			unknown	crossref_no_abstract_available	"""Background A reduced amyloid-beta (A beta)42/40 peptide ratio in blood plasma represents a peripheral biomarker of the cerebral amyloid pathology observed in Alzheimer's disease brains. The magnitude of the measurable effect in plasma is sm"""
1584	train	0text1584.txt	crossref	3	Amyloid beta-peptide	10.1007/springerreference_37426		SpringerReference			unknown	crossref_no_abstract_available	"""Background A reduced amyloid-beta (A beta)42/40 peptide ratio in blood plasma represents a peripheral biomarker of the cerebral"""
1584	train	0text1584.txt	crossref	4	Amyloid � peptide 1?42 highly correlates with capillary cerebral amyloid angiopathy and Alzheimer disease pathology	10.1007/s00401-004-0822-6	2004	Acta Neuropathologica		http://www.springer.com/tdm	unknown	crossref_no_abstract_available	"""Background A reduced amyloid-beta (A beta)42/40 peptide ratio in blood plasma represents a peripheral biomarker of the cerebral amyloid pathology observed in Alzheimer's disease brains"""
1584	train	0text1584.txt	crossref	5	Cerebrospinal Fluid pTau181/Amyloid Beta 42 Ratio Identifies Lymphatic-Venous Anastomosis Patients Who Respond to and Benefit from the Surgery for Relief of Cognitive Impairment with a Diagnostic Accuracy of 0.744	10.1021/acsomega.5c03650.s001					unknown	crossref_no_abstract_available	beta amyloid plasma ratio difference effect positive negative median subjects peripheral cerebrospinal
